publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2025-02-21,"Two men, both aged 80, were injured when the driver lost control of his car and crashed in a wall in Paola early on Friday morning. The driver, who is from Paola, was driving a Toyota Ractis at around 7.30am when he lost control of the vehicle and crashed into a wall in Triq il-Bacir in Paola. He was accompanied by another man from the same town. Both the driver and the passenger were taken to Mater Dei Hospital by ambulance where they were certified to be suffering grievous injuries. The police are investigating.",07:30,2025-02-21,grievous,driver,0,0,1,1,0,0,FXOBJ,[],Paola early on Friday morning,Paola early on Friday morning,,4,1,True,False,12.7,9.4,16.0,0.8,False,crushed into an obstacle
2025-02-21,A 61-year old horse-drawn carriage driver from Qormi was grievously injured when his karozzin was involved in a collision with a car in Floriana on Friday afternoon. The accident happened on Triq Nazzjonali in Floriana at around 1.30pm when the karozzin was involved in an accident with a Peugeot 508 driven by a 31-year old man from Bormla. The carriage driver was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. Police investigations are still underway.,13:30,2025-02-21,grievous,driver,1,0,0,0,0,0,COLL,[],Floriana on Friday afternoon,Floriana on Friday afternoon,,4,0,True,True,12.7,9.4,16.0,0.8,False,collision
2025-03-03,"A man was left with serious injuries after being involved in a traffic incident in Marsa on Monday morning.   The incident happened at around 7am on Triq Aldo Moro, with initial investigations suggesting the man, a Birkirkara resident, had lost control of the Sym Symphony motorbike he was riding and fell.  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.",07:00,2025-03-03,serious,motorcyclist,0,0,1,0,0,0,LOC,[],Marsa on Monday morning,Marsa on Monday morning,,0,0,False,False,14.6,12.0,16.9,0.0,False,lost control of the vehicle
2025-03-13,"Six people were rushed to hospital on Thursday following a crash between a double-decker and a car in Żebbuġ, Gozo. The police said the accident was reported at around 2.45pm on Triq ir-Rabat. The Optare bus was being driven by a 45-year-old man from Xewkija, while the vehicle - a Toyota Vitz - was being driven by a 35-year-old Egyptian national. Both drivers and four bus passengers - two men and two women aged in their 70s - were rushed to the Gozo General Hospital. While the bus driver was not injured, the car driver suffered grievous injuries.  The passengers suffered slight injuries.  Police investigations are ongoing.",14:45,2025-03-13,minor,driver,0,0,0,1,0,0,FXOBJ,"['45', '35']","Thursday following a crash between a double-decker and a car in Żebbuġ, Gozo",Thursday following a crash between a double-decker and a car in Żebbuġ,Gozo,3,0,False,False,15.9,11.5,19.6,0.0,False,crushed into an obstacle
2025-03-14,"Updated: 3.30pm A truck driver was grievously injured when his vehicle overturned, spilling an entire load of construction sand across the road near Mdina on Friday morning. The accident happened on Triq Buqana in Rabat at around 10am. The spillage caused both carriageways of the main road leading to Mġarr to be closed to traffic. The driver of the DAC truck - a 35-year-old man from Marsascala - was taken to hospital by ambulance.  In a Facebook post, Transport Malta announced it had closed the road in both directions until the vehicle and the sand were cleared away.  ROTA urges segregation of high-speed traffic, bicycles  In a statement on Friday afternoon, bicycle advocacy group ROTA said the crash flagged the urgent need for better road safety measures, particularly for bicycle users. The truck, the NGO said, ended up within the bicycle lane, where, had there been a bicycle user, they could have been fatally injured. ""The current road design offers no protection for cyclists, and this tragic event highlights the pressing need for proper segregation between high-speed traffic and vulnerable road users, particularly those on bicycles,"" ROTA said. The need for protected bicycle lanes is not just a local issue - the matter has also been flagged in international road safety guidelines such as the CROW guidelines. These guidelines emphasise the importance of segregation in high-speed areas and the need for roads that are forgiving of human error, the group noted. ""In simple terms, we must ensure that the consequences of mistakes – whether made by a driver or a cyclist – are not fatal. Sadly, Malta is still without a legally binding national cycling policy that will outline clear standards for the design and implementation of safe and effective bicycle lanes. ""We cannot allow cyclists to be subjected to what is, at best, a makeshift effort that often amounts to nothing more than a splash of green paint and some rumble strips. It is not enough. Bicycle lanes need to be designed to protect cyclists – physically separated from traffic in high-speed areas, with sufficient space and barriers to prevent accidents.""",10:00,2025-03-14,grievous,cyclist,0,0,0,1,1,0,ROLL,['35'],Friday morning,Friday morning,,4,1,False,False,18.6,14.9,21.7,0.0,False,overturned
2025-03-15,"Three people were taken to hospital with minor injuries following a crash on Triq Għajn Dwieli on Friday night that also damaged three parked cars. The incident in Paola was reported to the police at around 10.30pm, a police spokesperson told Times of Malta. The road leading to Cottonera was temporarily closed as a result.  It involved a Renault Captur driven by  34-year-old Kalkara man and BMW 525 driven by a male 39-year-old from Birkirkara. The driver of the Renault was slightly injured in the incident while the BMW driver was taken to hospital but discharged with no injuries. A 24-year-old woman from St Paul’s Bay who was riding in the BMW’s passenger seat was also taken to hospital for treatment. No information about her medical condition was available at the time of publication but she is not in any danger, the police said.",22:30,2025-03-14,no injuries,driver,0,0,0,1,0,0,FXOBJ,"['34', '39', '24']",Triq Għajn Dwieli on Friday night that also damaged three parked cars,Triq Għajn Dwieli on Friday night that also damaged three parked cars,,4,0,False,False,18.6,14.9,21.7,0.0,False,crushed into an obstacle
2025-03-16,"A man and a woman were injured on Sunday when hit by a car on Vjal il-Ħelsien, Żebbuġ. The police said the accident was reported at 8am. The 64-year-old woman and 68-year-old man, both from Żebbuġ, were hit by a Peugeot 306 driven by a 59-year-old man from the same locality. The two were rushed to Mater Dei Hospital where the woman was found to have suffered grievous injuries while the man was slightly injured. Police investigations are ongoing.",08:00,2025-03-16,grievous,pedestrian,0,1,0,0,0,0,PED,"['64', '68', '59']","Sunday when hit by a car on Vjal il-Ħelsien, Żebbuġ",Sunday when hit by a car on Vjal il-Ħelsien,Żebbuġ,6,0,False,False,15.8,12.3,19.4,0.0,False,running over pedestrian
2025-03-22,"A woman was left with serious injuries following a traffic accident in Nadur on Saturday afternoon. The accident, which occurred on Triq ir-Rabat at around 1.30pm, saw the BMW driven by the woman, a 43-year-old Sannat resident, involved a collision with an ERF truck driven by a 26-year-old man from Xewkija. A medical team attended the scene and the woman was taken to Gozo General Hospital for further treatment, where her injuries were certified as serious.  Investigations into the incident are ongoing.",13:30,2025-03-22,serious,driver,1,0,0,0,0,0,COLL,"['43', '26']",Nadur on Saturday afternoon,Nadur on Saturday afternoon,,5,0,False,False,16.7,13.5,19.1,0.0,False,collision
2025-03-28,A 33-year-old Italian cyclist was grievously injured on Friday morning in a collision with a truck in San Gwann. A police spokesperson said the accident happened at 10.45am in Triq tal-Balal involving a DAF truck driven by a 32-year-old man from Mosta and the cyclist. The cyclist was treated by emergency services on site and taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.,10:45,2025-03-28,grievous,cyclist,1,0,0,0,0,0,COLL,"['33', '32']",Friday morning in a collision with a truck in San Gwann,Friday morning in a collision with a truck in San Gwann,,4,0,True,True,15.2,14.0,18.0,0.4,False,collision
2025-04-01,"An 87-year-old woman is in hospital after having been hit by a car in Naxxar on Tuesday morning. The accident happened at 9am in St Paul Street. The driver, a 30-year-old man from Fgura, was unhurt. The police said the woman was seriously injured.",09:00,2025-04-01,serious,pedestrian,0,1,0,0,0,0,PED,"['87', '30']",Naxxar on Tuesday morning,Naxxar on Tuesday morning,,1,1,True,True,13.4,10.7,17.7,0.3,False,running over pedestrian
2025-04-06,"A motorcyclist was seriously injured when his Kawasaki was involved in a collision with a car in Attard on Sunday. The accident happened at 8.30am in Triq Zafran. The 31-year-old from Birkirkara was given first aid by an ambulance crew before being taken to hospital.   The car, a Toyota Passo, was being driven by a 19-year-old woman from Birkirkara, who was unhurt.   The police are investigating.",08:30,2025-04-06,serious,motorcyclist,1,0,0,0,0,0,COLL,"['31', '19']",Attard on Sunday,Attard on Sunday,,6,0,False,False,15.5,11.5,19.3,0.0,False,collision
2025-04-07,"A motorcyclist was injured late on Sunday in a collision with a car, the second such incident of the day. The accident happened at 8.45pm in Triq Buqana, the road below Rabat, and involved a Kia Avella car driven by a 25-year-old man from Santa Luċija and a Kymco Agility motorcycle driven by a 41-year-old man from  Birkirkara. The motorcyclist was seriously injured and is receiving hospital treatment, the police said. The earlier accident took place at 8.30am in Triq Zufran, Attard and also involved a collision between a car and a motorcycle.",20:45,2025-04-06,serious,motorcyclist,1,0,0,0,0,0,COLL,"['25', '41']","Sunday in a collision with a car, the second such incident of the day",Sunday in a collision with a car,the second such incident of the day,6,0,False,False,15.5,11.5,19.3,0.0,False,collision
2025-04-13,"Updated Monday 8.55am Six people were hospitalised - one with serious injuries - following a crash involving a double-decker bus on the Coast Road. The police told Times of Malta that an accident involving two vehicles - a Volvo 37 bus and a Jaguar XF - was reported at 3.15pm. The bus was being driven by a 39-year-old man - a Kenyan national from Żurrieq. He was rushed to Mater Dei hospital together with three passengers, one of whom is 79 years old. All four suffered slight injuries.  An 81-year-old man from Żebbuġ was driving the Jaguar. In the car with him, there was an 80-year-old woman from Żebbuġ.  Both of them were rushed to hospital, where the female passenger was certified as having suffered serious injuries. The male driver suffered slight injuries. A magisterial inquiry and police investigations are ongoing.",15:15,2025-04-13,minor,driver,0,0,0,1,0,0,FXOBJ,"['39', '81', '80']",,,,6,0,False,False,17.2,15.0,21.0,0.0,False,crushed into an obstacle
2025-04-14,A 41-year-old driver from Gudja was grievously injured late on Sunday afternoon in a crash in Birżebbuġa. The police said the accident was reported on Triq Birżebbuġa at 5.45pm. It involved two cars - a Smart driven by the man and a Toyota Passo driven by a 36-year-old woman from Żabbar. Police investigations are ongoing.,17:45,2025-04-13,grievous,driver,0,0,0,1,0,0,FXOBJ,"['41', '36']",Sunday afternoon in a crash in Birżebbuġa,Sunday afternoon in a crash in Birżebbuġa,,6,0,False,False,17.2,15.0,21.0,0.0,False,crushed into an obstacle
2025-04-15,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,08:50,2025-04-15,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['36', '53', '52']",Marsa on Tuesday morning,Marsa on Tuesday morning,,1,1,False,False,19.3,16.6,22.6,0.0,False,collision
2025-04-17,"A 79-year old man from Żejtun was grievously injured on Thursday morning when the Honda motorbike he was driving was involved in a collision with a car, the police said. The accident happened at 9.30am on Triq Tal-Barrani in Żejtun. The motorbike was involved in a collision with a Mazda Demio driven by a 46-year-old man, also from Żejtun. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. The police are investigating.",09:30,2025-04-17,grievous,motorcyclist,1,0,0,0,0,0,COLL,['46'],"Thursday morning when the Honda motorbike he was driving was involved in a collision with a car, the police said",Thursday morning when the Honda motorbike he was driving was involved in a collision with a car,the police said,4,1,False,False,16.0,13.7,19.0,0.0,False,collision
2025-04-17,"An 80-year old man was seriously injured after he was run over by a car in Luqa on Thursday afternoon. Police reported that the man from Santa Lucija was hit by a Nissan NV 200 which was being driven by a 22-year old man from Għaxaq. The accident happened at 1pm in Triq Ħal Luqa, Luqa. The 80-year old pedestrian was treated on site and then taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.",13:00,2025-04-17,serious,pedestrian,0,1,0,0,0,0,PED,[],Luqa on Thursday afternoon,Luqa on Thursday afternoon,,4,0,False,False,16.0,13.7,19.0,0.0,False,running over pedestrian
2025-04-18,"A 72-year-old motorcyclist was left with serious injuries Friday after being involved in a collision with a car in St Paul’s Bay. The accident took place on Burmarrad Street at around 1.30pm, when a Mazda Demio driven by a 31-year-old Czech woman from Mosta and the Piaggio motorcycle driven by the man, a Birkirkara resident, collided.  The man was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.",13:30,2025-04-18,serious,motorcyclist,1,0,0,0,0,0,COLL,"['72', '31']",St Paul’s Bay,St Paul’s Bay,,6,0,False,False,16.6,10.6,21.5,0.0,False,collision
2025-05-02,"A 63-year old man from Għarb, Gozo, was grievously injured when the motorbike  he was driving was involved in a collision with a car in Mġarr on Friday afternoon. Police said the accident happened at 3.30pm in Triq l-Imġarr when a Toyota Starlet driven by a 54-year old man from Mosta was involved in a collision with a Honda motorbike driven by the Gozitan man. The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. Magistrate Ian Farrugia was informed of the accident and has opened an inquiry. Police investigations are still underway.",15:30,2025-05-02,grievous,motorcyclist,1,0,0,0,0,0,COLL,[],Mġarr on Friday afternoon,Mġarr on Friday afternoon,,4,0,False,False,20.3,13.8,26.1,0.0,False,collision
2025-05-03,"Three people were rushed to hospital on Friday following a crash between two cars in Xagħra, Gozo.  The police said the accident was reported at around 5pm on Triq ix-Xagħra. The collision occured between a Hyundai driven by a 74-year-old man from Xagħra and a Nissan driven by a 33-year-old Albanian man.  In the Hyundai there was also a 73-year-old woman, also from Xagħra. A medical team was called to the scene and all three people were taken to the  Gozo General Hospital for further treatment. Later, the two men were certified with slight injuries, while the female passenger was certified with serious injuries. Investigations into the incident are ongoing.",17:00,2025-05-02,minor,driver,1,0,0,0,0,0,COLL,"['74', '33', '73']","Friday following a crash between two cars in Xagħra, Gozo",Friday following a crash between two cars in Xagħra,Gozo,4,1,False,False,20.3,13.8,26.1,0.0,False,collision
2025-05-07,"A motorcyclist was grievously injured in a crash on Triq Għar Dalam, Birżebbuġa, on Wednesday afternoon. The police said in a statement that the crash was reported at 1.15pm. It involved a Peugeot Partner driven by a 23-year-old Albanian national from Birżebbuġa and a Honda NSS motorcycle driven by a 34-year-old Żejtun resident.  Police investigations are ongoing.",13:15,2025-05-07,grievous,motorcyclist,0,0,0,1,0,0,FXOBJ,"['23', '34']","Triq Għar Dalam, Birżebbuġa, on Wednesday afternoon","Triq Għar Dalam, Birżebbuġa",on Wednesday afternoon,2,0,False,False,21.6,17.0,27.5,0.0,False,crushed into an obstacle
2025-05-12,"A motorcyclist was grievously injured in a traffic accident on Triq il-Wied in Qormi. The police said the crash between a Ford Transit and a Honda was reported at around 8am. The Transit was being driven by a 34-year-old man from Żebbug, while the motorcyclist is a 29-year-old from Qormi. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.",08:00,2025-05-12,grievous,motorcyclist,0,0,0,1,0,0,FXOBJ,"['34', '29']",Triq il-Wied in Qormi,Triq il-Wied in Qormi,,0,1,False,False,21.1,17.9,25.4,0.0,False,crushed into an obstacle
2025-05-15,A motorcyclist was grievously injured in a traffic accident on Regional Road in Santa Venera late on Wednesday afternoon. The police said in a statement that the 22-year-old woman from Rabat was driving a Honda motorcycle. The other vehicle involved in the crash - a Toyota Vitz - was being driven by a 19-year-old woman from Żurrieq. The crash was reported at 5.45pm. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.,17:45,2025-05-14,grievous,motorcyclist,0,0,0,1,0,0,FXOBJ,"['22', '19']",Regional Road in Santa Venera late on Wednesday afternoon,Regional Road in Santa Venera late on Wednesday afternoon,,2,1,False,False,19.4,14.2,23.3,0.0,False,crushed into an obstacle
2025-05-24,"A motorcyclist was grievously injured on Saturday morning following a collision with a car on Marsa’s Triq Aldo Moro. The man, a 37-year-old Albanian national who lives in St Paul’s Bay, was riding a Yamaha GPD125-A motorcycle. He was involved in a collision with a Toyota Aygo driven by a 65-year-old San Gwann man. The crash was reported to the police at around 7.15am. Emergency services were called to the scene and a medical team took the motorcyclist to Mater Dei Hospital by ambulance. Medics later certified him as being grievously injured. A police investigation into the case is ongoing.",07:15,2025-05-24,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['37', '65']",Saturday morning following a collision with a car on Marsa’s Triq Aldo Moro,Saturday morning following a collision with a car on Marsa’s Triq Aldo Moro,,5,0,False,False,20.7,17.0,24.9,0.0,False,collision
2025-05-25,"A boy, 5, suffered serious head injuries when he was hit by a car's door mirror on Sunday, the police said. The accident happened in Triq ċ-Ċern, Bugibba, at 1.15pm. The car was a Volkswagen Polo driven by a 22-year-old man from Msida.  An ambulance team assisted the boy and rushed him to hospital. Magistrate Philip Galea Farrugia is holding an inquiry.",13:15,2025-05-25,serious,pedestrian,0,1,0,0,0,0,PED,['22'],"Sunday, the police said",Sunday,the police said,6,0,True,True,20.3,16.0,25.6,0.3,False,running over pedestrian
2025-05-27,"Updated 5.20pm A motorcyclist died following a crash on the Xemxija bypass on Tuesday afternoon, a police spokesperson has confirmed. The motorist, 35-year-old Qormi resident Shaun Coppola, died upon impact after he lost control of his Suzuki motorcycle at around 12.30pm.  The road was closed for accident investigations and reopened after some two hours.  Magistrate Ian Farrugia is leading an inquiry into the case. The newly formed Roads Policing Unit is also investigating the case.",12:30,2025-05-27,death,driver,0,0,1,1,0,0,FXOBJ,['35'],"Tuesday afternoon, a police spokesperson has confirmed",Tuesday afternoon,a police spokesperson has confirmed,1,0,False,False,20.7,16.0,25.7,0.0,False,crushed into an obstacle
2025-05-28,"The wife of the motorcyclist who died on the Xemxija bypass on Tuesday has shared a heartfelt goodbye message in which she promised to keep his memory alive for the young daughter he had “so many dreams and plans for”.  In a post shared on Facebook, Stef Coppola, the wife of 35-year-old Shaun Coppola, who died in the accident, wrote: “I called you and you did not reply. I looked, but I couldn’t believe it. I have so much to tell you, but I’m speechless. I know you’re not coming back but I hope that they tell us they made a mistake,"" she posted on Facebook, alongside an image of the couple with their young daughter.  ""I know it’s not a dream, but I feel it is…. I love you forever, I promise I will keep your memory alive for our darling, for who you had so many dreams and plans… [We] are forever proud of you.” Shaun Coppola, from Qormi, died on impact on Tuesday afternoon after he lost control of his Suzuki motorcycle at around 12.30 pm. Magistrate Ian Farrugia is leading an inquiry into the case. The newly formed Roads Policing Unit is also investigating the case. According to an NSO report, four people lost their lives on Malta’s roads until the end of March, making this accident the fifth fatality this year.",12:30,2025-05-27,death,driver,0,0,1,0,0,0,LOC,['35'],"Facebook, Stef Coppola, the wife of 35-year-old Shaun Coppola, who died in the accident","Facebook, Stef Coppola, the wife of 35-year-old Shaun Coppola",who died in the accident,1,0,False,False,20.7,16.0,25.7,0.0,False,lost control of the vehicle
2025-06-03,"A motorist was seriously injured early on Tuesday when his van crashed into a pole and caught fire. The police said the accident happened on Marfa Road at 4.30am when the driver, a 62-year-old from Rabat, lost control of his Peugeot Partner. It crashed into a pole, with the front part catching fire. The motorist was assisted by an ambulance crew and hospitalised. The blaze was extinguished by firefighters.",04:30,2025-06-03,serious,driver,0,0,1,1,0,0,FXOBJ,['62'],Tuesday when his van crashed into a pole and caught fire,Tuesday when his van crashed into a pole and caught fire,,1,0,False,False,21.7,18.0,25.1,0.0,False,crushed into an obstacle
2025-06-07,"Five people, including a two-year-old, were taken to hospital on Friday night following a collision in St Paul’s Bay. The crash happened on the corner of Triq Paredes and Triq il-Parroċċa at around 8.30pm, a police spokesperson said. One of the vehicles involved was a Seat Leon driven by a 22-year-old woman from Msida. She was taken to hospital with grievous injuries. Her two passengers – a 21-year-old man from St Paul’s Bay and a two-year-old boy – were both slightly injured in the crash. The other car involved was a Mercedes C180 driven by a man, with another man in the passenger seat. The passenger was grievously injured. The police had no further details about the Mercedes occupants at the time of writing. All five people involved were taken to Mater Dei Hospital by ambulance. Civil Protection Department officials were deployed to clear the crash site and render the road surface safe.",20:30,2025-06-06,grievous,driver,1,0,0,0,0,0,COLL,"['22', '21']",Friday night following a collision in St Paul’s Bay,Friday night following a collision in St Paul’s Bay,,4,0,False,False,25.2,18.5,30.8,0.0,False,collision
2025-06-07,"A motorcyclist was grievously injured in a collision with a car in Xewkija on Friday afternoon, the police said in a statement. The 39-year-old Xagħra man was riding KTM motorbike on Triq l-Imġarr at around 5.30pm when he was involved in a crash with a Mazda CX-3 car driven by a 36-year-old woman, also from Xagħra. A medical team was called to the site and the motorcyclist was taken to Gozo General Hospital by ambulance. Medical personnel there have certified his injuries as being of a grievous nature. A police investigation is ongoing.",17:30,2025-06-06,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['39', '36']","Xewkija on Friday afternoon, the police said in a statement",Xewkija on Friday afternoon,the police said in a statement,4,1,False,False,25.2,18.5,30.8,0.0,False,collision
2025-06-07,"A motorcyclist died on Saturday afternoon after a collision on the Senglea seafront.   The victim, named as 43-year-old Charlo Calleja, received first aid from a medical team but was certified dead on site.  Police said the incident happened at around 5pm on Triq ix-Xatt Juan B Azopardo.   The victim lost control of the vehicle and crashed into a bollard that separates the road from the pavement, the police said.  Magistrate Joseph Mifsud has appointed an inquiry as police investigations are ongoing. It is the second fatal accident in a day. A Żebbuġ man died after he was crushed by his own truck in the Ħal Far industrial estate on Saturday morning.",17:00,2025-06-07,death,driver,1,0,1,0,0,0,COLL,['43'],Saturday afternoon after a collision on the Senglea seafront,Saturday afternoon after a collision on the Senglea seafront,,5,0,False,False,26.3,20.0,33.8,0.0,False,collision
2025-06-12,"Updated 3.10pm A 67-year old cyclist from Żejtun died on Thursday morning following a road collision in Marsascala. The accident occurred on Triq Villabate at around 10am and involved a van, a car, and a bicycle being ridden by the victim, the police said.  The police confirmed all vehicles were driving in the direction of Marsascala. The van and car were involved in a collision and upon impact one of the vehicles hit the cyclist, a police spokesman said.  The cyclist was given medical assistance but was certified dead on site. The police said investigations are still ongoing. Magistrate Philip Galea Farrugia is leading the inquiry.  It is the ninth road fatality this year but the first cyclist to be killed following a traffic accident since 2018. This is a breaking news story. More details to follow.",10:00,2025-06-12,death,pedestrian,1,1,0,0,0,0,PED,[],Thursday morning following a road collision in Marsascala,Thursday morning following a road collision in Marsascala,,3,1,False,False,26.9,21.6,32.3,0.0,False,running over pedestrian
2025-06-19,"Updated 6.13pm A motorcyclist was taken to hospital on Thursday with grievous injuries after being involved in a traffic accident in Luqa.  Police said the accident happened on Triq Ħal Farruġ at around 10.15am, when a 53-year-old man from Żabbar who was driving his Yamaha motorbike was involved in a collision with a Toyota Funcargo driven by a 39-year old man from Luqa.  The motorcyclist was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries.  The accident is the fourth one reported on Thursday.  Late on Wednesday night, a 32-year-old driver died after a collision between two cars on Mdina Road, in Żebbuġ. A 53-year-old coach driver was also taken to the hospital after losing control of the vehicle and crashing into a rubble wall in Żejtun. A German woman was seriously injured after being run over by a car in Floriana.",10:15,2025-06-19,serious,pedestrian,1,1,0,0,0,0,PED,"['53', '32', '53']",Thursday with grievous injuries after being involved in a traffic accident in Luqa,Thursday with grievous injuries after being involved in a traffic accident in Luqa,,3,0,False,False,24.8,21.0,29.5,0.0,False,running over pedestrian
2025-06-19,"Updated 8.13pm The 32-year-old man who died following a horrific collision between two cars on Mdina Road in Żebbuġ on Wednesday night has been named as Karl Farrugia. Investigations revealed the collision, which occurred at around 10pm, involved a Renault Captur driven by a 57-year-old man from Dingli and a Honda Civic, driven by Farrugia who was from Luqa. A 28-year-old woman from Attard was a passenger in the Honda Civic. Both the drivers and the passenger were treated at the scene and were taken to Mater Dei Hospital by ambulance.  Farrugia was later certified dead.  The other driver sustained serious injuries, and the woman was grievously injured. Magistrate Antoine Agius Bonnici is holding an inquiry. Police investigations are ongoing. Tributes San Anton School paid tribute to Farrugia who was a former pupil at the school where he was remembered as a ""beloved member of our San Anton family"". ""Karl's memory will forever remain in our hearts, and his spirit will continue to live on within our San Anton community.""",22:00,2025-06-18,serious,driver,1,0,0,0,0,0,COLL,"['32', '57', '28']",Mdina Road in Żebbuġ on Wednesday night has been named as Karl Farrugia,Mdina Road in Żebbuġ on Wednesday night has been named as Karl Farrugia,,2,0,False,False,25.6,22.9,31.0,0.0,False,collision
2025-06-19,"A German woman is in a critical condition in hospital after being run over by a car in Floriana on Thursday. The accident happened at around 1.15pm in Pinto Wharf, Floriana, when the 57-year old German woman was run over by a Toyota Ractis driven by a 52-year old man from Żabbar. The woman was taken to Mater Dei Hospital by ambulance where she was certified to be suffering from serious injuries, the police said. Magistrate Antoine Agius Bonnici is holding an inquiry as police investigations continue.",13:15,2025-06-19,serious,pedestrian,0,1,0,0,0,0,PED,[],Floriana on Thursday,Floriana on Thursday,,3,0,False,True,24.8,21.0,29.5,0.0,False,running over pedestrian
2025-06-20,"A man was left with serious injuries on Thursday afternoon after being involved in a crash in Gudja.  In a statement, the police said the incident happened at 6.30 pm on Triq Dawret il-Gudja. The collision involved a Honda Fit, driven by a 64-year-old man from Santa Luċija and a Kawasaki Ninja driven by a 23-year-old man from Gudja. The motorcyclist was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing. Thursday saw several road accidents.  In the morning, a coach driver was hospitalised following a Żejtun crash, while a 53-year-old motorcyclist was grievously injured in a Luqa car collision.  Later on in the afternoon, a 57-year-old German woman was hit by a car in Pinto Wharf, in Floriana.",18:30,2025-06-19,serious,pedestrian,1,1,0,0,0,0,PED,"['64', '23', '53', '57']",Thursday afternoon after being involved in a crash in Gudja,Thursday afternoon after being involved in a crash in Gudja,,3,1,False,False,24.8,21.0,29.5,0.0,False,running over pedestrian
2025-06-21,"A 57-year-old woman who was run over by a car in Floriana on June 19 has died, the police said on Saturday. The victim, a German woman, passed away at Mater Dei Hospital, where she was being treated.  The accident happened at around 1.15pm in Pinto Wharf, Floriana, when the woman was run over by a Toyota Ractis driven by a 52-year-old man from Żabbar. Magistrate Antoine Agius Bonnici is holding an inquiry as police investigations continue.",13:15,2025-06-21,death,pedestrian,0,1,0,0,0,0,PED,"['57', '52']","Floriana on June 19 has died, the police said on Saturday",Floriana on June 19 has died,the police said on Saturday,5,0,False,False,25.9,21.9,30.0,0.0,False,running over pedestrian
2025-06-23,"Intense traffic was reported on the Regional Road on Monday morning after a crash involving three vehicles forced the temporary closure of one of the road's southbound lanes.  Police received reports of the accident at 8.45am, after an Isuzu van, Mini and Honda Civic were involved in a bumper-to-bumper collision outside the Tal-Qroqq tunnels. The driver of the Mini, which was caught between the two other vehicles, a 23-year-old woman from Xagħra, was taken to Mater Dei Hospital after she sustained some minor injuries.  At the time of writing, one of the southbound lanes was closed, leading to gridlock in Gżira and St Julian's. On Facebook, one commuter said it took him one hour and 30 minutes to travel from St Julian's to the Msida skatepark.",08:45,2025-06-23,minor,driver,1,0,0,0,0,0,COLL,['23'],Monday morning after a crash involving three vehicles forced the temporary closure of one of the road's southbound lanes,Monday morning after a crash involving three vehicles forced the temporary closure of one of the road's southbound lanes,,0,1,False,False,26.8,22.7,31.2,0.0,False,collision
2025-07-05,"A motorcyclist was grievously injured in a collision with a car in Mellieħa on Saturday morning. The accident occurred at around 11am in Triq il-Kbira and involved a Hyundai Getz, driven by a 23-year-old man from Mellieħa, and a Honda motorbike ridden by a 46-year-old man from Qormi. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",11:00,2025-07-05,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['23', '46']",Mellieħa on Saturday morning,Mellieħa on Saturday morning,,5,0,False,False,29.4,24.6,34.6,0.0,False,collision
